F1,F2,F3,F4,F5
-0.2743904098332372,0.030312111489391436,0.4830126171165016,0.09947983855392808,0.12421420470783677
-0.21257935647401854,-0.6385304090268347,-0.010609383566058787,0.13822972447706355,0.13569323028575075
-0.46058739857302905,0.04300534171089659,0.11389105484796659,0.2650113203733556,0.12915756757663366
-0.07359889676602047,-0.6952588108545699,0.016688483411566514,0.254800946951451,0.12855734141693123
0.27196625136754404,0.6508969558424814,0.11783060485204207,0.18371503826701743,0.14273560447499087
-0.016012302575839025,-0.11902777314737942,-0.401247420212352,0.19880775297005493,0.2548479274779656
-0.18365304911149558,0.07289772433746905,0.47607193421900357,0.09780314676463113,0.18478373724720945
0.6765641261004424,0.16943876832798901,-0.04295119282924806,0.20421409567171894,0.12051672499902961
0.026348787179604427,0.5832167433217952,0.1995116627968642,0.17658147287639217,0.12601271796657554
-0.026299091750662158,-0.587252278707634,0.06626563761630068,0.2584764228739225,0.12457174553603842
-0.5229841695411885,-0.09303863675752137,0.19133480645118578,0.17502017670608394,0.16849428019218518
0.14841441074050626,0.07607422578604314,0.15940042410400146,0.5062127560775644,-0.038023661382143664
0.3447946291364733,0.5818852998129406,0.057728750630287345,0.15722487611263158,0.16833108299508442
-0.07538223913369933,0.016406589064020927,-0.4086363264767887,0.3037285761552873,0.29595024730715785
-0.7377611972133916,-0.200760100132064,0.15753164842647752,0.1673908762293061,0.17734890964537126
0.7188184592655197,0.02787991693878498,-0.11052830569228356,0.23708317069945775,0.06654692874137476
-0.709814627749111,-0.32561476065514666,0.11875154481731583,0.1813746754780415,0.16297594472528545
0.005198216333660037,-0.5531677470791853,-0.03920013325390531,0.21185096739291923,0.13145566186664595
0.16743426625693403,-0.16433296449567536,0.27533364889973516,0.21610699283859494,0.08187068377187103
0.4475990016023349,0.3110654116691932,0.0889187150927259,0.20996698428533747,0.1673944675055363
-0.07518611663316868,0.03556187607632061,0.12063038935362166,-0.1088616185142015,0.4634071830228065
0.6441974891792178,0.3167228872521678,0.044732142603475966,0.1950626795426839,0.08216673158411916
0.029984096378492538,0.026636653400086523,0.48148919067454815,0.20570076149884842,-0.05743237123149691
0.04745908689298694,-0.06890954399687856,0.025930248270799358,0.6076697321442737,-0.05928238799090363
-0.042886936152566286,0.04811412532722819,-0.07838120368706564,-0.16154797365773318,0.4314374136379917
0.12651761797946784,0.004315808393901424,0.12778509255961848,0.5865335588508381,-0.051328877458879686
0.23499441805985213,0.6413896438063379,0.03132140208477011,0.1592465771414634,0.11481577626467752
-0.08879761613884113,-0.09530081486635227,0.12749055968936335,0.4290082203451345,-0.03439094525513025
0.09333675202962613,0.03403472054410046,-0.052114725122261646,-0.05314182209239103,0.4304604119713037
0.0014750524188062977,0.0390256869076878,0.2154995702596687,0.09202576728810737,0.40448495127236656
0.14000994212375517,0.6267368299190739,0.0848300438293378,0.15272070496882933,0.14283042191957673
0.14767872299569895,-0.03200959383337574,-0.43919858280672847,0.3617655384077334,0.24166074502002494
-0.037666364349205166,-0.05667912059033314,0.29525703745159054,0.07144944597182601,0.2806760762855334
0.8588676826087358,0.12134285588008527,-0.08611971719698516,0.182632381062528,0.05994432265900171
-0.16003000628105576,0.260663923296885,0.5664639439231632,0.1250360232888491,0.15806833541343804
-0.1428603229438747,-0.622874216764434,-0.17127587699577107,0.18385486760655925,0.16107771647616276
0.0036889302144241538,-0.1484443482554526,0.011820389341599066,0.0752080385912508,0.37639972009487027
-0.3459072132988557,0.003361787270525905,0.4504007180295119,0.1296099543682085,0.1029386833440407
0.782781747646241,0.1687227511381254,-0.0742436183094211,0.17923236531148565,0.07130998842257863
-0.07094456551082196,0.21478126742683057,0.5964534178625894,0.15318713229549988,0.026502154626455974
